name,position,team,GW,minutes,goals_scored,assists,clean_sheets,saves,penalties_saved,penalties_missed,bonus,goals_conceded,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,team_standing,sched_strength,5_gw_fpl_pts
Kyle Walker,DEF,Man City,26,76.66666666666667,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0016666666666666668,0.09333333333333332,0.09499999999999999,0.8300000000000001,2.0,13.5,1.0
Kyle Walker-Peters,DEF,Southampton,26,21.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.002,0.002,0.44799999999999995,19.8,7.833333333333333,2.1666666666666665
Lamare Bogarde,DEF,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Layvin Kurzawa,DEF,Fulham,26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.8,14.0,0.0
Leander Dendoncker,MID,Aston Villa,26,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.368,10.6,13.666666666666666,0.8333333333333334
Leandro Trossard,MID,Arsenal,26,43.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.17285714285714285,0.08428571428571428,0.2571428571428572,0.5271428571428572,1.0,12.0,5.4
Leo Fuhr Hjelde,DEF,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,0.0
Leon Bailey,MID,Aston Villa,26,48.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.132,0.05600000000000001,0.19,1.658,10.6,13.666666666666666,2.0
Levi Colwill,DEF,Brighton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,11.833333333333334,1.6666666666666667
Lewis Bate,MID,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,0.0
Lewis Brunt,DEF,Leicester,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.5,0.0
Lewis Cook,MID,Bournemouth,26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13799999999999998,19.0,8.833333333333334,0.3333333333333333
Lewis Dunk,DEF,Brighton,26,90.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.045,0.0375,0.0825,0.73,5.6,11.833333333333334,4.166666666666667
Lewis Hall,MID,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Lewis Miley,MID,Newcastle,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.833333333333334,0.0
Lewis O'Brien,MID,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Lewis Payne,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Lewis Warrington,MID,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Liam Cooper,DEF,Leeds,26,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.045000000000000005,14.8,8.833333333333334,0.16666666666666666
Liam Delap,FWD,Man City,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,0.0
Lino Sousa,DEF,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Lisandro Martínez,DEF,Man Utd,26,75.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.024,0.014000000000000002,0.036,1.22,3.2,12.6,4.6
Lloyd Kelly,DEF,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,2.6666666666666665
Loris Karius,GK,Newcastle,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.833333333333334,0.0
Loïc Badé,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Loïc Mbe Soh,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Lucas Digne,DEF,Aston Villa,26,39.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.016,0.064,0.08,1.438,10.6,13.666666666666666,0.3333333333333333
Lucas Rodrigues Moura da Silva,MID,Spurs,26,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.052000000000000005,0.052000000000000005,0.036,5.4,15.4,-0.2
Lucas Tolentino Coelho de Lima,MID,West Ham,26,48.4,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.12,0.04,0.164,0.8380000000000001,17.4,8.6,2.8
Lucas Torreira di Pascua,MID,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Ludwig Augustinsson,DEF,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Luis Díaz,MID,Liverpool,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.8,0.2
Luis Sinisterra Lucumí,MID,Leeds,26,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.075,0.0016666666666666668,0.07666666666666667,0.03833333333333334,14.8,8.833333333333334,3.5
Luka Milivojevic,MID,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,1.0
Lukasz Fabianski,GK,West Ham,26,67.6,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.736,17.4,8.6,3.6
Luke Ayling,DEF,Leeds,26,90.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.12166666666666666,0.11666666666666665,0.23833333333333337,1.165,14.8,8.833333333333334,1.5
Luke Chambers,DEF,Liverpool,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.8,0.0
Luke Cundle,MID,Wolves,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.4,0.0
Luke Harris,MID,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Luke Mbete-Tabu,DEF,Man City,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,0.0
Luke Plange,FWD,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,0.0
Luke Shaw,DEF,Man Utd,26,85.6,0.0,0.4,0.4,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.034,0.118,0.152,1.528,3.2,12.6,1.2
Luke Thomas,DEF,Leicester,26,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,14.6,10.5,0.3333333333333333
Lyanco Silveira Neves Vojnovic,DEF,Southampton,26,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.014000000000000002,0.0,0.014000000000000002,0.08,19.8,7.833333333333333,0.0
Lyle Taylor,FWD,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Mads Bech Sørensen,DEF,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Mads Bidstrup,MID,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Mads Roerslev Rasmussen,DEF,Brentford,26,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.02,0.0,0.0225,0.5675,7.8,11.285714285714286,0.2857142857142857
Malang Sarr,DEF,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Malcolm Ebiowei,MID,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,0.0
Manor Solomon,MID,Fulham,26,32.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.182,0.022,0.20600000000000002,0.632,8.8,14.0,1.25
Manuel Akanji,DEF,Man City,26,57.333333333333336,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.07666666666666667,0.015,0.09166666666666667,0.6183333333333333,2.0,13.5,3.5
Manuel Lanzini,MID,West Ham,26,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,17.4,8.6,0.0
Marc Albrighton,MID,Leicester,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.5,0.0
Marc Cucurella Saseta,DEF,Chelsea,26,29.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.006,0.006,0.348,10.4,11.666666666666666,1.5
Marc Guéhi,DEF,Crystal Palace,26,90.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.046,0.006,0.052000000000000005,1.466,12.0,9.833333333333334,3.3333333333333335
Marc Roca Junqué,MID,Leeds,26,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0033333333333333335,0.015,0.018333333333333333,0.05833333333333333,14.8,8.833333333333334,3.1666666666666665
Marcel Sabitzer,MID,Man Utd,26,54.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.04,0.046,0.086,0.8699999999999999,3.2,12.6,2.2
Marcos Alonso,DEF,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Marcos Senesi,DEF,Bournemouth,26,82.4,0.4,0.0,0.2,0.0,0.0,0.0,0.2,1.8,0.2,0.0,0.0,0.21600000000000003,0.008,0.22400000000000003,1.862,19.0,8.833333333333334,2.0
Marcus Bettinelli,GK,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Marcus Forss,FWD,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Marcus Oliveira Alencar,MID,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Marcus Rashford,MID,Man Utd,26,84.4,1.0,0.2,0.4,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.5820000000000001,0.03,0.6100000000000001,1.474,3.2,12.6,4.2
Marcus Tavernier,MID,Bournemouth,26,16.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.162,0.0,0.166,0.32,19.0,8.833333333333334,1.8333333333333333
Marek Rodák,GK,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Mario Lemina,MID,Wolves,26,55.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,1.2316666666666667,15.0,10.4,2.0
Mark Travers,GK,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,0.0
Martial Godo,MID,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Martin Dubravka,GK,Newcastle,26,16.5,0.0,0.0,0.25,1.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.8,10.833333333333334,0.0
Martin Ødegaard,MID,Arsenal,26,87.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,1.2857142857142858,0.0,0.0,0.0,0.25285714285714284,0.22999999999999998,0.4857142857142857,1.2757142857142856,1.0,12.0,5.4
Marvelous Nakamba,MID,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Mason Holgate,DEF,Everton,26,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.36833333333333335,17.8,7.2,0.0
Mason Mount,MID,Chelsea,26,37.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.019999999999999997,0.09,0.10800000000000001,0.336,10.4,11.666666666666666,0.16666666666666666
Matej Kovár,GK,Man Utd,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0
Mateo Joseph Fernández,FWD,Leeds,26,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.05000000000000001,14.8,8.833333333333334,0.0
Mateo Kovacic,MID,Chelsea,26,32.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.006,0.022000000000000002,0.028000000000000004,0.254,10.4,11.666666666666666,2.6666666666666665
Mateus Cardoso Lemos Martins,MID,Leicester,26,72.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,0.0,0.0,0.21600000000000003,0.014000000000000002,0.23200000000000004,1.6619999999999997,14.6,10.5,0.8333333333333334
Mateusz Klich,MID,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,0.0
Mateusz Lis,GK,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Matheus Luiz Nunes,MID,Wolves,26,70.66666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.056666666666666664,0.04,0.09666666666666666,0.9966666666666667,15.0,10.4,2.6
Matheus Santos Carneiro Da Cunha,FWD,Wolves,26,44.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.12666666666666668,0.008333333333333333,0.13333333333333333,0.5633333333333334,15.0,10.4,2.8
Mathias Jensen,MID,Brentford,26,87.75,0.5,0.0,0.25,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.21,0.1325,0.3375,1.1925,7.8,11.285714285714286,3.5714285714285716
Mathias Jorgensen,DEF,Brentford,26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,7.8,11.285714285714286,0.14285714285714285
Matija Šarkić,GK,Wolves,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.4,0.0
Matt Clarke,DEF,Brighton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,11.833333333333334,0.0
Matt Doherty,DEF,Spurs,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,15.4,0.0
Matt Ritchie,DEF,Newcastle,26,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.185,3.8,10.833333333333334,0.5
Matt Targett,DEF,Newcastle,26,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,3.8,10.833333333333334,0.3333333333333333
Matt Turner,GK,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Matthew Cox,GK,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Matthew Smith,MID,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Matty Cash,DEF,Aston Villa,26,63.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.018,0.018,1.186,10.6,13.666666666666666,1.3333333333333333
Matías Viña,DEF,Bournemouth,26,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.076,19.0,8.833333333333334,1.5
Max Kilman,DEF,Wolves,26,90.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.05333333333333334,0.0016666666666666668,0.055,1.3966666666666665,15.0,10.4,3.2
Max Kinsey-Wellings,DEF,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,0.0
Maximilian Wöber,DEF,Leeds,26,82.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,0.0,0.0,0.06,0.03833333333333333,0.09833333333333333,1.0783333333333334,14.8,8.833333333333334,0.3333333333333333
Maxwel Cornet,MID,West Ham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,8.6,0.8
Michael Dacosta Gonzalez,MID,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,0.0
Michael Keane,DEF,Everton,26,30.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.011666666666666667,0.02,0.03166666666666667,0.6166666666666667,17.8,7.2,3.8
Michael Olise,MID,Crystal Palace,26,81.6,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.012,0.26199999999999996,0.27399999999999997,1.294,12.0,9.833333333333334,4.166666666666667
Michail Antonio,FWD,West Ham,26,44.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.192,0.004,0.196,0.53,17.4,8.6,1.4
Miguel Almirón Rejala,MID,Newcastle,26,74.75,0.25,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.25,0.0,0.0,0.15,0.0325,0.185,1.29,3.8,10.833333333333334,1.6666666666666667
Mikkel Damsgaard,MID,Brentford,26,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.04,0.04,0.5049999999999999,7.8,11.285714285714286,1.2857142857142858
Mislav Orsic,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Mohamed Dräger,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Mohamed Elneny,MID,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Mohamed Elyounoussi,MID,Southampton,26,50.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.006,0.004,0.012,0.884,19.8,7.833333333333333,1.0
Mohamed Salah,MID,Liverpool,26,89.83333333333333,0.6666666666666666,0.5,0.8333333333333334,0.0,0.0,0.0,1.0,0.5,0.16666666666666666,0.0,0.0,0.44333333333333336,0.22833333333333336,0.6683333333333333,1.1383333333333334,7.4,9.8,5.2
Mohammed Salisu,DEF,Southampton,26,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.054000000000000006,0.026000000000000002,0.082,0.5820000000000001,19.8,7.833333333333333,0.16666666666666666
Moisés Caicedo Corozo,MID,Brighton,26,75.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0225,0.0625,0.08499999999999999,0.6475,5.6,11.833333333333334,2.0
Morgan Gibbs-White,MID,Nott'm Forest,26,90.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,1.8,0.2,0.0,0.0,0.10400000000000001,0.16999999999999998,0.274,1.8760000000000001,13.6,8.333333333333334,1.8333333333333333
Morgan Sanson,MID,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Moussa Djenepo,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.8333333333333334
Moussa Niakhaté,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,1.0
Mykhailo Mudryk,MID,Chelsea,26,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.018,0.01,0.028000000000000004,0.33399999999999996,10.4,11.666666666666666,2.1666666666666665
Máximo Perrone,MID,Man City,26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.03166666666666667,2.0,13.5,0.0
N'Golo Kanté,MID,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.6666666666666666
Naby Keita,MID,Liverpool,26,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.06,0.013333333333333334,0.07333333333333333,0.21333333333333335,7.4,9.8,0.0
Nampalys Mendy,MID,Leicester,26,43.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.006,0.004,0.012,1.06,14.6,10.5,0.8333333333333334
Naouirou Ahamada,MID,Crystal Palace,26,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.02,0.0,0.022000000000000002,0.13999999999999999,12.0,9.833333333333334,0.5
Nathan Aké,DEF,Man City,26,59.166666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.13,0.03666666666666667,0.16666666666666666,0.79,2.0,13.5,2.5
Nathan Bishop,GK,Man Utd,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0
Nathan Butler-Oyedeji,FWD,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Nathan Collins,DEF,Wolves,26,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11166666666666668,15.0,10.4,0.4
Nathan Ferguson,DEF,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,0.0
Nathan Fraser,FWD,Wolves,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.4,0.0
Nathan Patterson,DEF,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.4
Nathan Redmond,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Nathan Tella,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
