name,position,team,GW,minutes,goals_scored,assists,clean_sheets,saves,penalties_saved,penalties_missed,bonus,goals_conceded,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,team_standing,sched_strength,5_gw_fpl_pts
Nathaniel Chalobah,MID,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Nathaniel Clyne,DEF,Crystal Palace,26,90.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.008,0.008,1.466,12.0,9.833333333333334,1.5
Nathaniel Phillips,DEF,Liverpool,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.8,0.0
Nayef Aguerd,DEF,West Ham,26,87.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.064,0.012,0.07799999999999999,1.476,17.4,8.6,3.4
Neal Maupay,FWD,Everton,26,42.666666666666664,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.29833333333333334,0.011666666666666667,0.30833333333333335,0.5716666666666667,17.8,7.2,0.8
Neco Williams,DEF,Nott'm Forest,26,42.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.014000000000000002,0.002,0.016,0.9620000000000001,13.6,8.333333333333334,0.8333333333333334
Neeskens Kebano,MID,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Nick Pope,GK,Newcastle,26,72.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,0.0,1.9175,3.8,10.833333333333334,4.333333333333333
Nicolas Pépé,MID,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Niels Nkounkou,DEF,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Nikola Vlasic,MID,West Ham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,8.6,0.0
Noni Madueke,MID,Chelsea,26,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.022,0.032,0.054000000000000006,0.514,10.4,11.666666666666666,0.16666666666666666
Norberto Murara Neto,GK,Bournemouth,26,90.0,0.0,0.0,0.2,4.6,0.0,0.0,0.6,1.8,0.2,0.0,0.0,0.0,0.0,0.0,2.004,19.0,8.833333333333334,4.666666666666667
Nuno Varela Tavares,DEF,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Nélson Cabral Semedo,DEF,Wolves,26,88.83333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.008333333333333333,0.035,0.045000000000000005,1.3383333333333332,15.0,10.4,3.0
Odeluga Offiah,DEF,Brighton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,11.833333333333334,0.0
Odsonne Edouard,FWD,Crystal Palace,26,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.032,0.002,0.032,0.608,12.0,9.833333333333334,2.5
Oleksandr Zinchenko,DEF,Arsenal,26,88.71428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,1.2857142857142858,0.14285714285714285,0.0,0.0,0.06999999999999999,0.14714285714285716,0.21714285714285714,1.19,1.0,12.0,2.2
Oliver Hammond,MID,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Oliver Skipp,MID,Spurs,26,53.6,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.036,0.018,0.052000000000000005,0.266,5.4,15.4,1.6
Oliwier Zych,GK,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Ollie Watkins,FWD,Aston Villa,26,86.2,0.8,0.2,0.4,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.592,0.024,0.612,1.902,10.6,13.666666666666666,8.833333333333334
Omar Richards,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Omari Hutchinson,MID,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Orel Mangala,MID,Nott'm Forest,26,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.42800000000000005,13.6,8.333333333333334,1.5
Oriol Romeu Vidal,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Owen Bevan,DEF,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,0.0
Owen Goodman,GK,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,0.0
Pablo Fornals Malla,MID,West Ham,26,15.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.092,0.092,0.56,17.4,8.6,0.8
Pablo Marí Villar,DEF,Arsenal,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
Pablo Sarabia,MID,Wolves,26,70.83333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.24833333333333332,0.10666666666666667,0.355,0.9283333333333333,15.0,10.4,1.0
Pape Matar Sarr,MID,Spurs,26,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.062,5.4,15.4,0.6
Pascal Groß,MID,Brighton,26,90.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0175,0.36750000000000005,0.385,0.73,5.6,11.833333333333334,3.0
Pascal Struijk,DEF,Leeds,26,14.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0016666666666666668,0.035,0.09166666666666667,14.8,8.833333333333334,0.3333333333333333
Patrick Bamford,FWD,Leeds,26,60.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.11166666666666668,0.02666666666666667,0.14,0.6316666666666667,14.8,8.833333333333334,3.0
Patson Daka,FWD,Leicester,26,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.5,2.3333333333333335
Paul Dummett,DEF,Newcastle,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.833333333333334,0.0
Paul Onuachu,FWD,Southampton,26,47.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05800000000000001,0.012,0.068,0.44400000000000006,19.8,7.833333333333333,0.6666666666666666
Paulo Gazzaniga Farias,GK,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Pedro Lomba Neto,MID,Wolves,26,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11166666666666668,15.0,10.4,1.4
Pedro Porro,DEF,Spurs,26,31.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.048,0.014000000000000002,0.062,0.348,5.4,15.4,3.4
Pervis Estupiñán,DEF,Brighton,26,79.0,0.0,0.25,0.75,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0475,0.1375,0.1825,0.685,5.6,11.833333333333334,3.1666666666666665
Phil Foden,MID,Man City,26,50.333333333333336,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.13833333333333334,0.22,0.3566666666666667,0.5216666666666667,2.0,13.5,0.25
Phil Jones,DEF,Man Utd,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0
Philip Billing,MID,Bournemouth,26,78.6,0.2,0.0,0.4,0.0,0.0,0.0,0.6,1.6,0.2,0.0,0.0,0.11600000000000002,0.10200000000000001,0.21800000000000003,1.828,19.0,8.833333333333334,4.666666666666667
Philippe Coutinho Correia,MID,Aston Villa,26,24.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.06999999999999999,0.062,0.132,0.446,10.6,13.666666666666666,0.0
Pierre-Emerick Aubameyang,FWD,Chelsea,26,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.16666666666666666
Pierre-Emile Højbjerg,MID,Spurs,26,90.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.032,0.10200000000000001,0.134,0.768,5.4,15.4,2.2
Pontus Jansson,DEF,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,1.7142857142857142
Raheem Sterling,MID,Chelsea,26,44.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.256,0.08600000000000001,0.34,0.34199999999999997,10.4,11.666666666666666,0.5
Raphael Dias Belloli,MID,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,0.0
Raphaël Varane,DEF,Man Utd,26,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.08600000000000001,0.012,0.098,0.9259999999999999,3.2,12.6,3.0
Rasmus Kristensen,DEF,Leeds,26,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666667,14.8,8.833333333333334,2.1666666666666665
Rayan Aït-Nouri,DEF,Wolves,26,37.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.8133333333333334,15.0,10.4,0.2
Raúl Jiménez,FWD,Wolves,26,44.333333333333336,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.165,0.018333333333333333,0.18000000000000002,0.7366666666666667,15.0,10.4,0.8
Reece James,DEF,Chelsea,26,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.01,0.024,0.031999999999999994,0.48200000000000004,10.4,11.666666666666666,2.1666666666666665
Reece Welch,DEF,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Reiss Nelson,MID,Arsenal,26,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.0,1.0,12.0,0.4
Remi Matthews,GK,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,0.0
Remo Freuler,MID,Nott'm Forest,26,85.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.014000000000000002,0.014000000000000002,1.8760000000000001,13.6,8.333333333333334,1.5
Renan Augusto Lodi dos Santos,DEF,Nott'm Forest,26,84.8,0.0,0.0,0.2,0.0,0.0,0.0,0.2,1.4,0.2,0.0,0.0,0.016,0.044,0.05800000000000001,1.736,13.6,8.333333333333334,0.3333333333333333
Rhys Bennett,DEF,Man Utd,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0
Rhys Williams,DEF,Liverpool,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.8,0.0
Ricardo Barbosa Pereira,DEF,Leicester,26,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.008,0.008,0.298,14.6,10.5,2.5
Richarlison de Andrade,FWD,Spurs,26,35.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.064,0.012,0.07799999999999999,0.14400000000000002,5.4,15.4,2.2
Richie Laryea,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Rico Henry,DEF,Brentford,26,86.25,0.0,0.25,0.25,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.1775,0.1725,0.35,1.1724999999999999,7.8,11.285714285714286,2.7142857142857144
Rico Lewis,DEF,Man City,26,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667,0.04,0.4716666666666667,2.0,13.5,0.0
Riyad Mahrez,MID,Man City,26,36.666666666666664,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.2366666666666667,0.045000000000000005,0.2816666666666667,0.43500000000000005,2.0,13.5,2.0
Rob Holding,DEF,Arsenal,26,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.2
Robert Kenedy Nunes do Nascimento,DEF,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Robert Sánchez,GK,Brighton,26,67.5,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.635,5.6,11.833333333333334,0.16666666666666666
Roberto Firmino,FWD,Liverpool,26,12.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045000000000000005,0.006666666666666667,0.051666666666666666,0.105,7.4,9.8,2.2
Robin Koch,DEF,Leeds,26,75.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.065,0.011666666666666667,0.07666666666666666,1.12,14.8,8.833333333333334,0.5
Robin Olsen,GK,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Rodrigo Bentancur,MID,Spurs,26,30.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.162,0.004,0.16599999999999998,0.442,5.4,15.4,0.0
Rodrigo Hernandez,MID,Man City,26,84.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.19333333333333333,0.08833333333333333,0.2833333333333333,0.89,2.0,13.5,2.5
Rodrigo Moreno,MID,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,2.0
Rodrigo Muniz Carvalho,FWD,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Romain Perraud,DEF,Southampton,26,64.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.038,0.002,0.042,0.95,19.8,7.833333333333333,1.8333333333333333
Roméo Lavia,MID,Southampton,26,83.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.012,0.012,1.296,19.8,7.833333333333333,1.8333333333333333
Ross Barkley,MID,Chelsea,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.666666666666666,0.0
Ruben Loftus-Cheek,MID,Chelsea,26,44.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.05,0.05,0.404,10.4,11.666666666666666,0.6666666666666666
Ryan Bertrand,DEF,Leicester,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.5,0.0
Ryan Christie,MID,Bournemouth,26,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.026000000000000002,0.026000000000000002,0.142,19.0,8.833333333333334,1.6666666666666667
Ryan Finnigan,MID,Southampton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.833333333333333,0.0
Ryan Fraser,MID,Newcastle,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.833333333333334,0.0
Ryan Fredericks,DEF,Bournemouth,26,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,19.0,8.833333333333334,0.16666666666666666
Ryan Sessegnon,DEF,Spurs,26,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,5.4,15.4,0.0
Ryan Trevitt,MID,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Ryan Yates,MID,Nott'm Forest,26,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,13.6,8.333333333333334,0.3333333333333333
Rúben Gato Alves Dias,DEF,Man City,26,67.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.09833333333333333,0.013333333333333334,0.10833333333333334,0.75,2.0,13.5,2.75
Rúben Nascimento Vinagre,DEF,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Rúben da Silva Neves,MID,Wolves,26,90.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.8333333333333334,0.3333333333333333,0.0,0.0,0.16,0.07,0.23,1.3966666666666665,15.0,10.4,1.0
Salomón Rondón,FWD,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Sam Greenwood,FWD,Leeds,26,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045000000000000005,0.045000000000000005,0.12166666666666666,14.8,8.833333333333334,0.0
Sam Johnstone,GK,Crystal Palace,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.833333333333334,2.1666666666666665
Sam Surridge,FWD,Nott'm Forest,26,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.008,0.0,0.008,0.02,13.6,8.333333333333334,0.3333333333333333
Saman Ghoddos,MID,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.42857142857142855
Sammy Braybrooke,MID,Leicester,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.5,0.0
Samuel Edozie,MID,Southampton,26,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.02,0.002,0.022,0.358,19.8,7.833333333333333,0.16666666666666666
Sasa Kalajdzic,FWD,Wolves,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.4,0.0
Sasa Lukic,MID,Fulham,26,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.01,0.014000000000000002,0.024,0.446,8.8,14.0,1.0
Saïd Benrahma,MID,West Ham,26,56.8,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.09,0.128,0.21400000000000002,0.686,17.4,8.6,4.2
Scott Carson,GK,Man City,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,0.0
Scott McKenna,DEF,Nott'm Forest,26,19.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,13.6,8.333333333333334,0.16666666666666666
Scott McTominay,MID,Man Utd,26,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.004,0.004,0.252,3.2,12.6,3.0
Seamus Coleman,DEF,Everton,26,85.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,1.3333333333333333,0.0,0.0,0.0,0.008333333333333333,0.021666666666666667,0.03,1.2249999999999999,17.8,7.2,1.8
Sean Longstaff,MID,Newcastle,26,83.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,0.0,0.1425,0.12,0.2625,1.5675,3.8,10.833333333333334,1.8333333333333333
Sepp van den Berg,DEF,Liverpool,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,9.8,0.0
Serge Aurier,DEF,Nott'm Forest,26,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.032,0.01,0.042,1.158,13.6,8.333333333333334,0.3333333333333333
Sergi Canós Tenés,DEF,Brentford,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.285714285714286,0.0
Sergio Gómez,DEF,Man City,26,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.021666666666666667,0.0016666666666666668,0.023333333333333334,0.135,2.0,13.5,0.5
Sergio Reguilón,DEF,Spurs,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,15.4,0.0
Shandon Baptiste,MID,Brentford,26,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0375,7.8,11.285714285714286,0.14285714285714285
Shane Duffy,DEF,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Shola Shoretire,FWD,Man Utd,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,12.6,0.0
Sil Swinkels,DEF,Aston Villa,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.666666666666666,0.0
Siriki Dembélé,MID,Bournemouth,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.833333333333334,0.0
Solly March,MID,Brighton,26,85.75,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.3125,0.5625,0.73,5.6,11.833333333333334,5.166666666666667
Son Heung-min,MID,Spurs,26,59.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13999999999999999,0.05600000000000001,0.192,0.614,5.4,15.4,6.6
Sonny Perkins,FWD,Leeds,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,8.833333333333334,0.0
Stanley Mills,MID,Everton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,7.2,0.0
Stefan Bajcetic,MID,Liverpool,26,53.166666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.030000000000000002,0.028333333333333335,0.056666666666666664,0.7066666666666667,7.4,9.8,0.4
Stefan Ortega Moreno,GK,Man City,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,0.0
Stefan Parkes,DEF,Fulham,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,14.0,0.0
Steve Cook,DEF,Nott'm Forest,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.333333333333334,0.0
Steven Alzate,MID,Brighton,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,11.833333333333334,0.0
Steven Bergwijn,MID,Spurs,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,15.4,0.0
